ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
229	YPL226W	905	0.000776489	0.004802218	-0.016294728	0.004848117	9.188992189	0.040006232	0.000110296	0.01040525	0.009858736	0.01040525	NEW1	NEW1	YPL226W	biological process unknown || ATPase activity* || YPL226W || 1085611	2.38	0.0917	0.38	NA	down	NA	1e-04	5.55e-05	-0.47	0.28	0.0115	NA	down	no	core_ESR_down
230	YDL060W	967	0.001173219	0.006790595	-0.025804497	0.007951314	6.687426079	0.082347703	0.001372803	0.02691267	0.008278593	0.02691267	TSR1	TSR1	YDL060W	rRNA processing* || ribonucleoprotein binding || YDL060W || 1083722	2.39	0.0915	0.49	NA	down	NA	0	1.9e-06	-0.6	0.23	4e-04	NA	down	no	core_ESR_down
231	YGL171W	1383	0.005440675	0.0220025	-0.02754943	0.009910886	5.944792357	0.107656644	0.003255341	0.04068977	0.007882869	0.04068977	ROK1	ROK1	YGL171W	35S primary transcript processing || ATPase activity* || YGL171W || 1085101	2.4	0.0893	0.49	NA	down	NA	0	1.94e-06	-0.73	0.23	4e-04	NA	down	no	core_ESR_down
232	YIL104C	3108	0.151115573	0.272046917	-0.012755419	0.008885065	5.14993628	0.058924158	0.006059776	0.029259099	0.008792114	0.029259099	SHQ1	SHQ1	YIL104C	snoRNA metabolism || molecular function unknown || YIL104C || 1082047	2.41	0.0884	0.4	NA	down	NA	5e-05	3.42e-05	-0.75	0.26	0.0038	NA	NA	no	core_ESR_down
233	YOL127W	1048	0.001659896	0.008864919	-0.01756309	0.005584144	8.97871301	0.051229551	0.000136392	0.0138144	0.009779183	0.0138144	RPL25	RPL25	YOL127W	protein biosynthesis* || structural constituent of ribosome* || YOL127W || 1085280	2.41	0.0886	0.22	NA	down	NA	0.00615	0.00411	-0.34	0.27	0.005	NA	down	no	core_ESR_down
234	YCL031C	879	0.000681979	0.004342476	-0.019246817	0.005666289	5.98718651	0.034238734	0.002626227	0.011738029	0.007888106	0.011738029	RRP7	RRP7	YCL031C	35S primary transcript processing* || molecular function unknown || YCL031C || 1081809	2.42	0.0877	0.37	NA	down	NA	0.00014	7.4e-05	-0.56	0.27	0.0066	NA	down	no	core_ESR_down
235	YCL045C	5146	0.818582707	0.890324021	0.001059901	0.004620957	7.797273441	0.018098062	0.000396446	0.004765995	0.009156769	0.009156769	EMC1	YCL045C	YCL045C	biological process unknown || molecular function unknown || YCL045C || 1081267	2.43	0.0862	0.42	NA	down	NA	3e-05	1.66e-05	-0.68	0.25	0.0023	NA	NA	no	core_ESR_down
236	YKL180W	1237	0.003339247	0.015108944	-0.013839692	0.004715961	9.099251466	0.034631497	0.000124094	0.005027923	0.009825973	0.009825973	RPL17A	RPL17A	YKL180W	protein biosynthesis || structural constituent of ribosome || YKL180W || 1082991	2.44	0.0854	0.3	NA	down	NA	0.00076	0.000529	-0.68	0.25	0.0014	NA	down	no	core_ESR_down
237	YGL099W	1762	0.015617761	0.049609879	-0.018847864	0.007795694	6.803504959	0.065864441	0.001208625	0.025980495	0.008352449	0.025980495	LSG1	LSG1	YGL099W	sporulation (sensu Fungi)* || GTPase activity || YGL099W || 1084891	2.46	0.0828	0.54	NA	down	NA	0	3.94e-07	-0.77	0.24	0.0011	NA	down	no	core_ESR_down
238	YLR340W	2770	0.097418855	0.196807203	0.007898573	0.004765359	10.47401478	0.024055278	2.85e-05	0.008463412	0.010131089	0.010131089	RPP0	RPP0	YLR340W	translational elongation* || structural constituent of ribosome || YLR340W || 1086258	2.46	0.0828	0.3	NA	down	NA	0.00073	0.000519	-0.86	0.28	0.0121	NA	NA	no	core_ESR_down
239	YLR172C	1745	0.015029091	0.048205055	-0.013735806	0.005648696	6.935903632	0.035153925	0.001020509	0.013254686	0.008453331	0.013254686	DPH5	DPH5	YLR172C	peptidyl-diphthamide biosynthesis from peptidyl-histidine || diphthine synthase activity || YLR172C || 1082578	2.48	0.0806	0.32	NA	down	NA	0.00048	0.000341	-0.4	0.31	0.0452	NA	down	no	core_ESR_down
240	YJL050W	1783	0.016574412	0.051912511	-0.020902172	0.008723723	7.63767232	0.085875425	0.000520759	0.033527069	0.009050904	0.033527069	MTR4	MTR4	YJL050W	35S primary transcript processing* || ATP-dependent RNA helicase activity || YJL050W || 1081715	2.49	0.0792	0.42	NA	down	NA	4e-05	1.87e-05	-0.62	0.24	9e-04	NA	NA	no	core_ESR_down
241	YNL096C	1095	0.002055777	0.01050793	-0.014323997	0.004647549	8.031498262	0.037357326	0.000360408	0.00461727	0.009303074	0.009303074	RPS7B	RPS7B	YNL096C	protein biosynthesis || structural constituent of ribosome || YNL096C || 1081623	2.49	0.0799	0.38	NA	down	NA	0.00012	6.69e-05	-0.8	0.24	7e-04	NA	down	no	core_ESR_down
242	YOL121C	1482	0.007187513	0.027144744	-0.012494122	0.00464806	7.954163674	0.031588547	0.000409632	0.007076146	0.009255976	0.009255976	RPS19A	RPS19A	YOL121C	protein biosynthesis || structural constituent of ribosome || YOL121C || 1086913	2.49	0.0793	0.29	NA	down	NA	0.00095	0.000638	-0.52	0.25	0.0025	NA	down	no	core_ESR_down
243	YPL263C	1495	0.007546267	0.02825181	-0.020056799	0.007507062	6.460190067	0.089935072	0.001792431	0.023420636	0.008091245	0.023420636	KEL3	KEL3	YPL263C	biological process unknown || molecular function unknown || YPL263C || 1085957	2.49	0.0797	0.58	NA	down	NA	0	7.41e-08	-0.9	0.23	4e-04	NA	down	no	core_ESR_down
244	YBR079C	1449	0.006550983	0.025249385	-0.012687281	0.004666419	8.410042858	0.023576751	0.00022609	0.008314866	0.009516021	0.009516021	RPG1	RPG1	YBR079C	translational initiation || translation initiation factor activity || YBR079C || 1081806	2.51	0.0772	0.42	NA	down	NA	4e-05	2.17e-05	-0.96	0.29	0.0183	NA	down	no	core_ESR_down
245	YLR291C	2984	0.131861125	0.247327989	-0.007118672	0.004724354	6.425913531	0.022009517	0.001922572	0.006116887	0.008062944	0.008062944	GCD7	GCD7	YLR291C	translational initiation || translation initiation factor activity* || YLR291C || 1085761	2.51	0.0772	0.44	NA	down	NA	1e-05	1.18e-05	-0.66	0.24	0.0011	NA	NA	no	core_ESR_down
246	YNL247W	952	0.0010553	0.00620432	-0.015166959	0.004630633	7.849302577	0.024089449	0.000403056	0.002189343	0.009190207	0.009190207	YNL247W	YNL247W	YNL247W	cysteine metabolism* || cysteine-tRNA ligase activity || YNL247W || 1080862	2.51	0.0772	0.6	NA	down	NA	0	2.78e-08	-0.76	0.25	0.0017	NA	down	no	core_ESR_down
247	YMR234W	1594	0.009990604	0.035079932	-0.016651223	0.006463597	4.809585296	0.026575022	0.008634191	0.005296511	0.010056878	0.010056878	RNH1	RNH1	YMR234W	cell wall organization and biogenesis* || ribonuclease H activity || YMR234W || 1082063	2.53	0.0753	0.57	NA	down	NA	0	1.11e-07	-0.53	0.22	1e-04	NA	down	no	core_ESR_down
248	YIR012W	3682	0.28483207	0.432872208	-0.008471209	0.007920516	7.413506699	0.034260555	0.000631082	0.027435699	0.00888479	0.027435699	SQT1	SQT1	YIR012W	ribosomal large subunit assembly and maintenance || molecular function unknown || YIR012W || 1081456	2.55	0.0738	0.33	NA	down	NA	0.00032	0.000223	-0.59	0.33	0.0668	NA	NA	no	core_ESR_down
249	YGR200C	1906	0.021777983	0.063951401	-0.015860949	0.006913445	7.334530159	0.040434256	0.000744163	0.020639131	0.008815833	0.020639131	ELP2	ELP2	YGR200C	regulation of transcription from RNA polymerase II promoter || RNA polymerase II transcription elongation factor activity || YGR200C || 1081831	2.56	0.0719	0.45	NA	down	NA	0	8.8e-06	-0.66	0.26	0.0046	NA	NA	no	core_ESR_down
250	YJR007W	4470	0.554822829	0.69470769	-0.002709812	0.004588635	7.03822085	0.010253125	0.000878071	0.004435853	0.008541965	0.008541965	SUI2	SUI2	YJR007W	translational initiation || translation initiation factor activity || YJR007W || 1086852	2.56	0.0719	0.37	NA	down	NA	0.00014	8.85e-05	-0.5	0.26	0.0032	NA	NA	no	core_ESR_down
251	YER043C	1345	0.004782339	0.019900932	0.013433487	0.004761384	10.22158621	0.023486012	3.59e-05	0.003861618	0.010106741	0.010106741	SAH1	SAH1	YER043C	methionine metabolism* || adenosylhomocysteinase activity || YER043C || 1081275	2.57	0.0711	0.3	NA	down	NA	0.00074	0.000524	-0.93	0.34	0.099	NA	up	no	core_ESR_down
252	YJL189W	5076	0.792407332	0.873739921	-0.003265724	0.012408433	6.650390555	0.138051131	0.001507437	0.067376751	0.008251671	0.067376751	RPL39	RPL39	YJL189W	protein biosynthesis || structural constituent of ribosome || YJL189W || 1084021	2.57	0.0714	0.21	NA	down	NA	0.0078	0.00519	-0.39	0.33	0.0657	NA	NA	no	core_ESR_down
253	YER074W	1620	0.010925909	0.037748342	-0.011906629	0.00467833	8.6045779	0.029445187	0.000178074	0.007466833	0.009613836	0.009613836	RPS24A	RPS24A	YER074W	protein biosynthesis || structural constituent of ribosome || YER074W || 1082150	2.58	0.0707	0.26	NA	down	NA	0.00193	0.00134	-0.46	0.25	0.0019	NA	down	no	core_ESR_down
254	YNL178W	2251	0.041925581	0.104177648	-0.009650389	0.004743935	9.642404241	0.030016518	7.15e-05	0.00610483	0.009996977	0.009996977	RPS3	RPS3	YNL178W	protein biosynthesis* || structural constituent of ribosome || YNL178W || 1084154	2.58	0.0707	0.29	NA	down	NA	0.00107	0.000744	-0.62	0.29	0.0143	NA	NA	no	core_ESR_down
255	YBR106W	1519	0.007979523	0.029363177	0.012292321	0.00463348	7.96563611	0.017193322	0.000342024	0.00358796	0.009263039	0.009263039	PHO88	PHO88	YBR106W	phosphate transport || phosphate transporter activity || YBR106W || 1085366	2.59	0.0689	0.21	NA	down	NA	0.00755	0.00504	-0.86	0.37	0.197	NA	up	no	core_ESR_down
256	YNL113W	1844	0.018682728	0.056662937	-0.018217019	0.007745984	5.412530881	0.054074894	0.004748707	0.022094775	0.008239263	0.022094775	RPC19	RPC19	YNL113W	transcription from RNA polymerase I promoter* || DNA-directed RNA polymerase activity || YNL113W || 1085258	2.59	0.0696	0.24	NA	down	NA	0.00366	0.00243	-0.59	0.3	0.0222	NA	NA	no	core_ESR_down
257	YDL201W	2798	0.100190876	0.20041756	-0.011987982	0.007292275	5.862856268	0.04171972	0.003134749	0.020656195	0.0078876	0.020656195	TRM8	TRM8	YDL201W	tRNA methylation || protein binding* || YDL201W || 1082599	2.61	0.0667	0.58	NA	down	NA	0	7.94e-08	-0.62	0.25	0.0015	NA	NA	no	core_ESR_down
258	YHR019C	5019	0.76633245	0.854585121	-0.001400988	0.004714345	9.083075433	0.014931398	0.000123372	0.003590956	0.009819879	0.009819879	DED81	DED81	YHR019C	asparaginyl-tRNA aminoacylation || ATP binding* || YHR019C || 1082382	2.63	0.0651	0.27	NA	down	NA	0.00152	0.0011	-0.74	0.35	0.13	NA	NA	no	core_ESR_down
259	YLR017W	2082	0.029981144	0.080597724	-0.014617826	0.006735272	6.624698018	0.037669462	0.001514068	0.018781252	0.00823156	0.018781252	MEU1	MEU1	YLR017W	glutamate biosynthesis* || S-methyl-5-thioadenosine phosphorylase activity || YLR017W || 1083040	2.63	0.0658	0.51	NA	down	NA	0	1.13e-06	-0.7	0.28	0.0097	NA	NA	no	core_ESR_down
260	YBL024W	510	2.9e-05	0.000317489	-0.021841636	0.005223364	7.507928706	0.042587689	0.000546653	0.011659709	0.008960268	0.011659709	NCL1	NCL1	YBL024W	tRNA methylation || tRNA (cytosine-5-)-methyltransferase activity || YBL024W || 1085600	2.64	0.065	0.65	NA	down	NA	0	3.11e-09	-0.57	0.23	4e-04	NA	down	no	core_ESR_down
261	YML018C	745	0.00028171	0.002116415	-0.022080874	0.006080267	7.159564163	0.08131327	0.000921551	0.015618276	0.008653774	0.015618276	YML018C	YML018C	YML018C	biological process unknown || molecular function unknown || YML018C || 1081567	2.64	0.0644	0.1	NA	down	NA	0.0912	0.066	-0.75	0.56	0.916	NA	down	no	core_ESR_down
262	YLR060W	997	0.001317934	0.007398675	-0.014910472	0.004642049	8.081945758	0.030893525	0.000307473	0.00429775	0.009333149	0.009333149	FRS1	FRS1	YLR060W	phenylalanyl-tRNA aminoacylation || phenylalanine-tRNA ligase activity || YLR060W || 1082017	2.65	0.0635	0.38	NA	down	NA	1e-04	6.36e-05	-0.78	0.3	0.0262	NA	down	no	core_ESR_down
263	YOR276W	991	0.001293741	0.007306827	-0.014836253	0.004611306	7.036301413	0.024809969	0.00097311	0.008210118	0.008540241	0.008540241	CAF20	CAF20	YOR276W	negative regulation of translation || translation regulator activity || YOR276W || 1082889	2.65	0.0637	0.43	NA	down	NA	3e-05	1.52e-05	-0.52	0.26	0.004	NA	down	no	core_ESR_down
264	YGL135W	4185	0.447521912	0.598513773	0.003610513	0.004753471	9.798438803	0.025751555	7.5e-05	0.00699532	0.010033944	0.010033944	RPL1B	RPL1B	YGL135W	protein biosynthesis || structural constituent of ribosome || YGL135W || 1081139	2.66	0.0632	0.33	NA	down	NA	0.00032	0.00022	-0.65	0.31	0.0324	NA	NA	no	core_ESR_down
265	YGR280C	3275	0.184228416	0.314847769	-0.018256056	0.013748606	4.379912438	0.168251022	0.014279166	0.070288238	0.012808327	0.070288238	PXR1	PXR1	YGR280C	35S primary transcript processing* || RNA binding || YGR280C || 1083739	2.68	0.0607	0.37	NA	down	NA	0.00014	8.2e-05	-0.83	0.32	0.053	NA	NA	TEL	core_ESR_down
266	YCR053W	4334	0.49824657	0.64333069	-0.003171681	0.004683168	8.624764246	0.016448073	0.000188645	0.003875446	0.009623526	0.009623526	THR4	THR4	YCR053W	endocytosis* || threonine synthase activity || YCR053W || 1081180	2.71	0.0583	0.21	NA	down	NA	0.00819	0.00549	-1.11	0.41	0.381	NA	NA	no	core_ESR_down
267	YPL220W	4624	0.610134668	0.73852157	0.00241556	0.004737495	9.357621368	0.023819958	0.000125657	0.009326352	0.009915487	0.009915487	RPL1A	RPL1A	YPL220W	protein biosynthesis || structural constituent of ribosome || YPL220W || 1083011	2.71	0.0588	0.35	NA	down	NA	0.00023	0.000137	-0.66	0.29	0.0148	NA	NA	no	core_ESR_down
268	YDR341C	2983	0.131332362	0.246418783	-0.007021797	0.004653683	8.128106357	0.017735796	0.000328793	0.003971957	0.009360215	0.009360215	YDR341C	YDR341C	YDR341C	protein biosynthesis || arginine-tRNA ligase activity || YDR341C || 1082474	2.72	0.0578	0.23	NA	down	NA	0.00458	0.00302	-0.66	0.34	0.106	NA	NA	no	core_ESR_down
269	YML022W	3921	0.361736101	0.516338837	0.004714084	0.0051686	7.062635409	0.026735288	0.000892092	0.011059658	0.008564047	0.011059658	APT1	APT1	YML022W	AMP biosynthesis* || adenine phosphoribosyltransferase activity || YML022W || 1083110	2.72	0.0577	0.34	NA	down	NA	0.00031	2e-04	-0.85	0.33	0.0745	NA	NA	no	core_ESR_down
270	YDR120C	823	0.00049107	0.003339636	-0.02720235	0.007804252	6.566606645	0.07897558	0.001549077	0.025699776	0.008183112	0.025699776	TRM1	TRM1	YDR120C	tRNA methylation || tRNA (guanine-N2-)-methyltransferase activity || YDR120C || 1082181	2.75	0.0551	0.4	NA	down	NA	5e-05	3.21e-05	-0.9	0.25	0.002	NA	down	no	core_ESR_down
271	YHR197W	2954	0.127565384	0.241700561	-0.01451738	0.009527258	6.654757277	0.071695113	0.001469753	0.039139169	0.008254983	0.039139169	RIX1	RIX1	YHR197W	35S primary transcript processing* || molecular function unknown || YHR197W || 1081719	2.76	0.0544	0.4	NA	down	NA	7e-05	3.96e-05	-0.58	0.3	0.0318	NA	NA	no	core_ESR_down
272	YPL266W	1987	0.025463453	0.07175745	-0.023717785	0.010615317	6.182033631	0.097375123	0.002212192	0.048201856	0.007935583	0.048201856	DIM1	DIM1	YPL266W	rRNA modification* || rRNA (adenine-N6,N6-)-dimethyltransferase activity || YPL266W || 1083403	2.78	0.0526	0.33	NA	down	NA	0.00032	0.000221	-0.69	0.34	0.108	NA	NA	TEL	core_ESR_down
273	YLR243W	3526	0.241812557	0.383841429	-0.009203891	0.007863426	5.075667753	0.034950441	0.007402305	0.02026133	0.008999446	0.02026133	YLR243W	YLR243W	YLR243W	biological process unknown || signal sequence binding || YLR243W || 1081508	2.79	0.0517	0.46	NA	down	NA	0	6.34e-06	-0.54	0.27	0.0075	NA	NA	no	core_ESR_down
274	YMR116C	3435	0.22061891	0.359477158	0.00664762	0.005427142	10.3826288	0.029252135	2.97e-05	0.013147652	0.010123916	0.013147652	ASC1	ASC1	YMR116C	biological process unknown || molecular function unknown || YMR116C || 1084929	2.79	0.0517	0.27	NA	down	NA	0.00143	0.00106	-0.89	0.35	0.15	NA	NA	no	core_ESR_down
275	YLR405W	984	0.001251177	0.007116702	-0.017626605	0.005462313	5.390728347	0.02691883	0.005073553	0.00062836	0.008275139	0.008275139	DUS4	DUS4	YLR405W	tRNA modification || tRNA dihydrouridine synthase activity || YLR405W || 1085142	2.8	0.0513	0.68	NA	down	NA	0	5.31e-10	-0.75	0.25	0.0016	NA	down	no	core_ESR_down
276	YLR412W	3060	0.144536805	0.264370097	-0.007881366	0.005401515	5.426786208	0.015529148	0.004835677	0.003171981	0.008217517	0.008217517	BER1	YLR412W	YLR412W	biological process unknown || molecular function unknown || YLR412W || 1085006	2.81	0.05	0.44	NA	down	NA	1e-05	9.13e-06	-0.54	0.26	0.0032	NA	NA	no	core_ESR_down
277	YJL125C	2608	0.076036688	0.163181496	-0.01281762	0.007224613	5.680088657	0.057020883	0.003758789	0.019592713	0.007981981	0.019592713	GCD14	GCD14	YJL125C	tRNA methylation || tRNA (adenine-N1-)-methyltransferase activity || YJL125C || 1086294	2.82	0.0497	0.7	NA	down	NA	0	2.67e-10	-0.51	0.23	5e-04	NA	NA	no	core_ESR_down
278	YBR142W	1323	0.004346454	0.018373945	-0.031950172	0.011203284	6.642030366	0.129871062	0.001455615	0.054697815	0.008245241	0.054697815	MAK5	MAK5	YBR142W	rRNA processing* || ATP-dependent RNA helicase activity || YBR142W || 1082080	2.83	0.0484	0.43	NA	down	NA	3e-05	1.61e-05	-0.84	0.3	0.028	NA	down	no	core_ESR_down
279	YJL080C	4157	0.436028624	0.587070533	-0.003655064	0.004692495	8.749833754	0.020860121	0.000169675	0.002402696	0.009681618	0.009681618	SCP160	SCP160	YJL080C	chromosome segregation* || RNA binding || YJL080C || 1081619	2.84	0.0479	0.47	NA	down	NA	0	4.12e-06	-0.72	0.29	0.0195	NA	NA	no	core_ESR_down
280	YJL198W	1603	0.010562415	0.036856508	-0.011791053	0.004611551	7.200823393	0.028206149	0.000821931	0.007781506	0.00869243	0.00869243	PHO90	PHO90	YJL198W	phosphate transport || phosphate transporter activity || YJL198W || 1082237	2.84	0.0476	0.39	NA	down	NA	1e-04	4.7e-05	-0.84	0.31	0.0397	NA	down	no	core_ESR_down
281	YLR388W	2973	0.130233742	0.245179365	-0.013565172	0.008964674	6.614253001	0.087938542	0.001521503	0.034433108	0.008223111	0.034433108	RPS29A	RPS29A	YLR388W	protein biosynthesis || structural constituent of ribosome || YLR388W || 1083015	2.84	0.0477	0.36	NA	down	NA	0.00016	0.000107	-0.49	0.3	0.0256	NA	NA	no	core_ESR_down
282	YDR361C	1194	0.002907906	0.013631115	-0.027090975	0.009099148	5.913113222	0.092750146	0.003128797	0.033912574	0.007882024	0.033912574	BCP1	BCP1	YDR361C	biological process unknown || molecular function unknown || YDR361C || 1085349	2.85	0.0472	0.36	NA	down	NA	0.00017	0.000114	-0.7	0.29	0.0194	NA	down	no	core_ESR_down
283	YEL054C	4010	0.386419267	0.539348787	-0.004067343	0.004696	8.814980316	0.024072187	0.00015547	0.005500157	0.009710545	0.009710545	RPL12A	RPL12A	YEL054C	protein biosynthesis* || structural constituent of ribosome || YEL054C || 1084719	2.85	0.0474	0.6	NA	down	NA	0	3.26e-08	-0.67	0.22	2e-04	NA	NA	no	core_ESR_down
284	YGR145W	1364	0.005049597	0.020720376	-0.031829066	0.011351904	6.377615151	0.131724393	0.001965843	0.055687305	0.008025786	0.055687305	ENP2	ENP2	YGR145W	rRNA processing || molecular function unknown || YGR145W || 1086141	2.85	0.0474	0.29	NA	down	NA	0.00099	0.000658	-0.6	0.37	0.202	NA	down	no	core_ESR_down
285	YIL079C	1352	0.004920678	0.020370588	-0.02557272	0.009093554	5.333365191	0.087529456	0.005654114	0.031341728	0.00838245	0.031341728	AIR1	AIR1	YIL079C	mRNA-nucleus export* || molecular function unknown || YIL079C || 1080856	2.85	0.0472	0.35	NA	down	NA	0.00024	0.00015	-0.85	0.32	0.0611	NA	down	no	core_ESR_down
286	YDR465C	1444	0.006439956	0.024961518	-0.022959123	0.008426922	6.323488555	0.074918329	0.001986105	0.029784364	0.007989566	0.029784364	RMT2	RMT2	YDR465C	peptidyl-arginine methylation || protein-arginine N-methyltransferase activity || YDR465C || 1082402	2.86	0.0467	0.56	NA	down	NA	0	1.68e-07	-0.69	0.25	0.0019	NA	down	no	core_ESR_down
287	YLL034C	813	0.000459173	0.0031621	-0.030289715	0.008645539	6.717795449	0.097982255	0.001337565	0.032102709	0.0082984	0.032102709	RIX7	RIX7	YLL034C	ribosomal large subunit-nucleus export || ATPase activity* || YLL034C || 1081577	2.86	0.0466	0.44	NA	down	NA	1e-05	9.83e-06	-0.77	0.29	0.02	NA	down	no	core_ESR_down
288	YMR309C	1379	0.005385273	0.021857412	-0.012994236	0.004669086	8.408870332	0.023218544	0.000237842	0.007677844	0.009515407	0.009515407	NIP1	NIP1	YMR309C	translational initiation || translation initiation factor activity || YMR309C || 1086293	2.87	0.0459	0.45	NA	down	NA	0	7.79e-06	-0.78	0.25	0.0015	NA	down	TEL	core_ESR_down
289	YPL143W	2248	0.041694352	0.103809292	-0.00954874	0.004688666	8.705924432	0.028478266	0.000173616	0.00742512	0.009661605	0.009661605	RPL33A	RPL33A	YPL143W	protein biosynthesis || structural constituent of ribosome || YPL143W || 1082914	2.87	0.046	0.45	NA	down	NA	0	6.57e-06	-0.58	0.28	0.0128	NA	NA	no	core_ESR_down
290	YDL167C	571	5.45e-05	0.000534656	-0.032113612	0.007958278	6.341121224	0.094827824	0.001852573	0.026482467	0.008000619	0.026482467	NRP1	NRP1	YDL167C	biological process unknown || molecular function unknown || YDL167C || 1083640	2.88	0.0453	0.73	NA	down	NA	0	4.25e-11	-0.71	0.23	4e-04	NA	down	no	core_ESR_down
291	YML024W	949	0.001021076	0.006022087	-0.017883819	0.005444658	8.507678117	0.060693559	0.000232348	0.013030195	0.009566114	0.013030195	RPS17A	RPS17A	YML024W	protein biosynthesis* || structural constituent of ribosome || YML024W || 1083508	2.89	0.0445	0.23	NA	down	NA	0.00422	0.00284	-0.78	0.34	0.105	NA	down	no	core_ESR_down
292	YMR229C	964	0.001138553	0.006610455	-0.029502937	0.009067106	9.013402203	0.108040609	0.000152981	0.036627973	0.009792975	0.036627973	RRP5	RRP5	YMR229C	rRNA processing* || RNA binding* || YMR229C || 1084278	2.89	0.0442	0.54	NA	down	NA	0	2.9e-07	-0.79	0.29	0.0144	NA	down	no	core_ESR_down
293	YNL075W	1212	0.003061428	0.014137636	-0.033773536	0.011404193	5.802942132	0.10510622	0.003674242	0.054511254	0.007908157	0.054511254	IMP4	IMP4	YNL075W	rRNA modification* || rRNA primary transcript binding || YNL075W || 1081420	2.9	0.0436	0.38	NA	down	NA	1e-04	5.97e-05	-0.48	0.31	0.0427	NA	down	no	core_ESR_down
294	YER049W	982	0.001242786	0.007083373	-0.021024703	0.006511466	7.705028203	0.056507032	0.000506216	0.018462728	0.009096183	0.018462728	TPA1	YER049W	YER049W	biological process unknown || molecular function unknown || YER049W || 1084443	2.91	0.0435	0.44	NA	down	NA	1e-05	9.1e-06	-0.41	0.3	0.0253	NA	NA	no	core_ESR_down
295	YPR043W	5039	0.774728827	0.860519397	0.001334339	0.004662343	8.319661655	0.038883099	0.000257231	0.007927944	0.009467868	0.009467868	RPL43A	RPL43A	YPR043W	protein biosynthesis || structural constituent of ribosome || YPR043W || 1084916	2.91	0.0433	0.31	NA	down	NA	0.00052	0.000373	-0.62	0.32	0.0557	NA	NA	no	core_ESR_down
296	YGR054W	4728	0.64978135	0.769210282	-0.002100518	0.004626019	7.766088689	0.004912579	0.000437685	0.003050455	0.009136472	0.009136472	YGR054W	YGR054W	YGR054W	translational initiation || translation initiation factor activity || YGR054W || 1081056	2.94	0.0412	0.4	NA	down	NA	7e-05	4.04e-05	-1.09	0.32	0.0588	NA	NA	no	core_ESR_down
297	YGR081C	2271	0.043191589	0.106447963	-0.016499262	0.008160467	4.965923651	0.065340385	0.007606069	0.022187031	0.009369381	0.022187031	SLX9	SLX9	YGR081C	DNA metabolism || molecular function unknown || YGR081C || 1085493	2.94	0.0413	0.23	NA	down	NA	0.00469	0.0031	-0.69	0.4	0.325	NA	NA	no	core_ESR_down
298	YOR271C	3035	0.140562466	0.259169142	-0.006797164	0.004612313	7.200423701	0.025295769	0.000825449	0.005459474	0.008692056	0.008692056	FSF1	YOR271C	YOR271C	biological process unknown || molecular function unknown || YOR271C || 1083572	2.94	0.0416	0.11	NA	down	NA	0.0747	0.0532	-0.82	0.65	0.984	NA	NA	no	core_ESR_down
299	YOR260W	972	0.001197733	0.00689682	-0.014934351	0.004610194	7.334945258	0.021559717	0.000692556	0.005018215	0.008816206	0.008816206	GCD1	GCD1	YOR260W	translational initiation || translation initiation factor activity* || YOR260W || 1085543	2.96	0.0405	0.7	NA	down	NA	0	2.23e-10	-0.5	0.25	0.0026	NA	down	no	core_ESR_down
300	YFR031C-A	4982	0.748859044	0.840795199	-0.001514764	0.004731506	9.409705507	0.017561333	8.4e-05	0.005618074	0.009931741	0.009931741	RPL2A	RPL2A	YFR031C-A	protein biosynthesis || structural constituent of ribosome || YFR031C-A || 1081243	2.97	0.04	0.52	NA	down	NA	0	6.69e-07	-0.84	0.3	0.0298	NA	NA	no	core_ESR_down
301	YGR187C	1071	0.001875248	0.009799659	-0.025278862	0.008130055	5.538631997	0.085485136	0.004685516	0.024885933	0.008085708	0.024885933	HGH1	HGH1	YGR187C	biological process unknown || molecular function unknown || YGR187C || 1084347	2.98	0.0391	0.52	NA	down	NA	0	7.38e-07	-0.62	0.29	0.0166	NA	down	no	core_ESR_down
302	YPL237W	792	0.000400569	0.002831466	-0.016353032	0.004619881	7.522967969	0.032075796	0.000577373	0.007368146	0.008971392	0.008971392	SUI3	SUI3	YPL237W	translational initiation || translation initiation factor activity || YPL237W || 1083102	3	0.0379	0.33	NA	down	NA	0.00038	0.000264	-0.7	0.31	0.035	NA	down	no	core_ESR_down
303	YGL213C	4054	0.398918612	0.55075172	-0.003940678	0.004671518	6.620300294	0.022010623	0.001535393	0.003944766	0.00822802	0.00822802	SKI8	SKI8	YGL213C	protein complex assembly* || translation repressor activity || YGL213C || 1081169	3.02	0.037	0.66	NA	down	NA	0	2.18e-09	-0.44	0.27	0.0077	NA	NA	no	core_ESR_down
304	YKL205W	341	2.91e-06	4.77e-05	-0.02469569	0.005280012	6.73935756	0.052818928	0.001359828	0.011112729	0.008311212	0.011112729	LOS1	LOS1	YKL205W	tRNA-nucleus export* || tRNA binding* || YKL205W || 1082924	3.02	0.0367	0.57	NA	down	NA	0	1.13e-07	-0.74	0.27	0.0063	NA	down	no	core_ESR_down
