ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta(sig_up.down)	subtelomeric	category
YKL187C	1413	0.005903758	0.023385234	0.025173649	0.009143815	4.072275085	0.119989437	0.021890527	-0.003001152	0.015515409	0.015515409	YKL187C	YKL187C	YKL187C	biological process unknown || molecular function unknown || YKL187C || 1086357	2.48	0.0806	0.02	NA	NA	NA	0.464	0.413	-1.01	1.09	1	NA	up	no	Insensitive_up
YBL090W	4350	0.506910816	0.652225251	-0.004997251	0.007529886	4.570632825	0.032453395	0.011673787	0.013692826	0.011439513	0.013692826	MRP21	MRP21	YBL090W	protein biosynthesis* || structural constituent of ribosome || YBL090W || 1083467	2.48	0.081	0.25	NA	NA	NA	0.00272	0.00185	-1.13	0.28	0.0101	NA	NA	no	NA
YKL166C	487	2.43E-05	0.000277709	-0.023409139	0.005545096	5.327483052	0.044276243	0.005362404	0.00220366	0.008393964	0.008393964	TPK3	TPK3	YKL166C	protein amino acid phosphorylation* || protein serine/threonine kinase activity* || YKL166C || 1081386	2.48	0.081	0.45	NA	NA	NA	0	8.18E-06	-0.68	0.26	0.0029	NA	down	no	NA
YKR088C	2994	0.13446878	0.251376673	0.007243764	0.004839792	6.055527016	0.038188647	0.002576225	0.006598237	0.007903239	0.007903239	TVP38	YKR088C	YKR088C	biological process unknown || molecular function unknown || YKR088C || 1081163	2.48	0.0807	0.4	NA	NA	NA	6.00E-05	3.85E-05	-0.31	0.26	0.0033	NA	NA	no	NA
YOL061W	4778	0.667507069	0.781924877	-0.001990213	0.004633015	7.876194403	0.009725095	0.000395855	0.007030183	0.009207282	0.009207282	PRS5	PRS5	YOL061W	histidine biosynthesis* || ribose phosphate diphosphokinase activity || YOL061W || 1084524	2.48	0.0806	0.47	NA	NA	NA	0	3.64E-06	-0.29	0.24	8.00E-04	NA	NA	no	NA
YJL050W	1783	0.016574412	0.051912511	-0.020902172	0.008723723	7.63767232	0.085875425	0.000520759	0.033527069	0.009050904	0.033527069	MTR4	MTR4	YJL050W	35S primary transcript processing* || ATP-dependent RNA helicase activity || YJL050W || 1081715	2.49	0.0792	0.42	NA	down	NA	4.00E-05	1.87E-05	-0.62	0.24	9.00E-04	NA	NA	no	core_ESR_down
YNL096C	1095	0.002055777	0.01050793	-0.014323997	0.004647549	8.031498262	0.037357326	0.000360408	0.00461727	0.009303074	0.009303074	RPS7B	RPS7B	YNL096C	protein biosynthesis || structural constituent of ribosome || YNL096C || 1081623	2.49	0.0799	0.38	NA	down	NA	0.00012	6.69E-05	-0.8	0.24	7.00E-04	NA	down	no	core_ESR_down
YOL121C	1482	0.007187513	0.027144744	-0.012494122	0.00464806	7.954163674	0.031588547	0.000409632	0.007076146	0.009255976	0.009255976	RPS19A	RPS19A	YOL121C	protein biosynthesis || structural constituent of ribosome || YOL121C || 1086913	2.49	0.0793	0.29	NA	down	NA	0.00095	0.000638	-0.52	0.25	0.0025	NA	down	no	core_ESR_down
YPL263C	1495	0.007546267	0.02825181	-0.020056799	0.007507062	6.460190067	0.089935072	0.001792431	0.023420636	0.008091245	0.023420636	KEL3	KEL3	YPL263C	biological process unknown || molecular function unknown || YPL263C || 1085957	2.49	0.0797	0.58	NA	down	NA	0	7.41E-08	-0.9	0.23	4.00E-04	NA	down	no	core_ESR_down
YNL219C	617	9.59E-05	0.000869549	0.018027979	0.004621556	6.949987732	0.019296273	0.00109061	0.003426659	0.008465079	0.008465079	ALG9	ALG9	YNL219C	protein amino acid glycosylation* || mannosyltransferase activity || YNL219C || 1083357	2.49	0.0796	0.36	NA	NA	NA	0.00017	0.000109	-0.79	0.26	0.0031	NA	up	no	NA
YPL255W	3499	0.236679362	0.37859228	-0.00993256	0.008393754	4.40197381	0.038436779	0.013430012	0.018090851	0.012638859	0.018090851	BBP1	BBP1	YPL255W	microtubule nucleation* || structural constituent of cytoskeleton || YPL255W || 1085728	2.49	0.0791	0.35	NA	NA	NA	0.00026	0.000155	-1	0.29	0.0159	NA	NA	no	NA
YGR271C-A	810	0.000457176	0.003159028	-0.037312311	0.010646459	4.582446205	0.119012454	0.012847823	0.037862456	0.011362187	0.037862456	EFG1	YGR271C-A	YGR271C-A	biological process unknown || molecular function unknown || YGR271C-A || 1081811	2.5	0.0787	0.15	NA	NA	NA	0.0262	0.0176	-0.44	0.45	0.6	NA	NA	no	Insensitive_down
YBR145W	2828	0.10509131	0.20799012	0.0157356	0.009709398	6.288737781	0.10227811	0.002120465	0.040056009	0.00797024	0.040056009	ADH5	ADH5	YBR145W	alcohol metabolism || alcohol dehydrogenase activity || YBR145W || 1085504	2.5	0.0785	0.05	NA	NA	NA	0.234	0.187	-1.21	0.74	0.998	NA	NA	no	NA
YDL040C	1470	0.006903123	0.026283525	-0.012435995	0.004603397	7.318812974	0.03355578	0.000679094	0.003753681	0.008801653	0.008801653	NAT1	NAT1	YDL040C	protein amino acid acetylation || peptide alpha-N-acetyltransferase activity || YDL040C || 1084358	2.5	0.0789	0.54	NA	NA	NA	0	3.36E-07	-0.74	0.25	0.0013	NA	down	no	NA
YDR175C	3886	0.349194533	0.502944365	-0.005727672	0.006118309	5.011973711	0.009555108	0.007543708	-0.001161355	0.009203732	0.009203732	RSM24	RSM24	YDR175C	protein biosynthesis* || structural constituent of ribosome || YDR175C || 1080945	2.5	0.0786	0.28	NA	NA	NA	0.00123	0.000901	-1.36	0.33	0.0774	NA	NA	no	NA
YFR028C	4815	0.683527728	0.794538877	0.001974182	0.004842788	6.055336162	0.008312047	0.002589253	0.003423009	0.007903189	0.007903189	CDC14	CDC14	YFR028C	protein amino acid dephosphorylation* || phosphoprotein phosphatase activity || YFR028C || 1083054	2.5	0.0779	0.37	NA	NA	NA	0.00014	7.55E-05	-0.81	0.3	0.0223	NA	NA	no	NA
YLL031C	4300	0.488408494	0.635726125	0.003183036	0.00459417	7.25742365	0.01863802	0.000697505	0.00429973	0.008745274	0.008745274	GPI13	GPI13	YLL031C	"GPI anchor biosynthesis || transferase activity, transferring phosphorus-containing groups || YLL031C || 1081664"	2.5	0.0786	0.37	NA	NA	NA	0.00014	9.54E-05	-0.74	0.25	0.0018	NA	NA	no	NA
YLR253W	2986	0.132419271	0.248208526	-0.007240012	0.004811822	6.078327146	0.015794343	0.002449393	0.0041916	0.007909297	0.007909297	YLR253W	YLR253W	YLR253W	biological process unknown || molecular function unknown || YLR253W || 1081115	2.5	0.0788	0.35	NA	NA	NA	0.00024	0.000152	-0.87	0.3	0.0248	NA	NA	no	NA
YML079W	3648	0.274249932	0.42071439	-0.005844806	0.005345887	5.486087887	0.012615199	0.004190541	0.008595179	0.008139934	0.008595179	YML079W	YML079W	YML079W	biological process unknown || molecular function unknown || YML079W || 1085065	2.5	0.079	0.37	NA	NA	NA	0.00014	8.34E-05	-0.53	0.26	0.0039	NA	NA	no	NA
YMR193W	2394	0.05425868	0.126852896	-0.016012561	0.008319226	4.163873088	0.035010716	0.016337876	0.009196813	0.014625726	0.014625726	MRPL24	MRPL24	YMR193W	protein biosynthesis || structural constituent of ribosome || YMR193W || 1082248	2.5	0.0786	0.26	NA	NA	NA	0.00222	0.00151	-1.25	0.33	0.0713	NA	NA	no	NA
YNL268W	5106	0.805165456	0.882995621	0.001139646	0.00462017	7.719751958	0.011642755	0.000443997	0.005779258	0.009105964	0.009105964	LYP1	LYP1	YNL268W	basic amino acid transport || basic amino acid transporter activity || YNL268W || 1082852	2.5	0.0781	0.23	NA	NA	NA	0.00486	0.00324	-1.16	0.36	0.154	NA	NA	no	NA
YPR181C	2273	0.043305607	0.106655101	0.00944363	0.004673328	8.481620445	0.005946331	0.000218041	0.004195763	0.009552941	0.009552941	SEC23	SEC23	YPR181C	ER to Golgi transport* || GTPase activator activity || YPR181C || 1082351	2.5	0.0779	0.45	NA	NA	NA	0	7.98E-06	-1.05	0.27	0.0073	NA	NA	no	NA
YBR079C	1449	0.006550983	0.025249385	-0.012687281	0.004666419	8.410042858	0.023576751	0.00022609	0.008314866	0.009516021	0.009516021	RPG1	RPG1	YBR079C	translational initiation || translation initiation factor activity || YBR079C || 1081806	2.51	0.0772	0.42	NA	down	NA	4.00E-05	2.17E-05	-0.96	0.29	0.0183	NA	down	no	core_ESR_down
YLR291C	2984	0.131861125	0.247327989	-0.007118672	0.004724354	6.425913531	0.022009517	0.001922572	0.006116887	0.008062944	0.008062944	GCD7	GCD7	YLR291C	translational initiation || translation initiation factor activity* || YLR291C || 1085761	2.51	0.0772	0.44	NA	down	NA	1.00E-05	1.18E-05	-0.66	0.24	0.0011	NA	NA	no	core_ESR_down
YNL247W	952	0.0010553	0.00620432	-0.015166959	0.004630633	7.849302577	0.024089449	0.000403056	0.002189343	0.009190207	0.009190207	YNL247W	YNL247W	YNL247W	cysteine metabolism* || cysteine-tRNA ligase activity || YNL247W || 1080862	2.51	0.0772	0.6	NA	down	NA	0	2.78E-08	-0.76	0.25	0.0017	NA	down	no	core_ESR_down
YOR009W	478	2.15E-05	0.000252019	0.042298459	0.009956154	4.547431187	0.194296845	0.012126623	0.032220845	0.011594	0.032220845	TIR4	TIR4	YOR009W	biological process unknown || molecular function unknown || YOR009W || 1081761	2.51	0.0771	0.27	NA	NA	NA	0.0019	0.00131	-0.67	0.33	0.0807	NA	up	no	Insensitive_up
YJL209W	2034	0.027346012	0.075248589	-0.012079504	0.005474402	5.39423609	0.018485855	0.005138703	0.005633179	0.008269145	0.008269145	CBP1	CBP1	YJL209W	aerobic respiration* || mRNA binding || YJL209W || 1086893	2.51	0.0778	0.36	NA	NA	NA	0.00018	0.00012	-0.8	0.3	0.029	NA	NA	TEL	TELO
YPL061W	1487	0.007373266	0.027752637	0.049212294	0.018366237	9.465127132	0.61427212	0.000111429	0.150801347	0.009948373	0.150801347	ALD6	ALD6	YPL061W	acetate biosynthesis || aldehyde dehydrogenase activity || YPL061W || 1085873	2.52	0.0767	0.08	NA	NA	NA	0.137	0.103	-0.45	0.62	0.973	NA	up	no	Insensitive_up
YCR063W	2801	0.100929537	0.201678907	-0.013823905	0.008427341	4.336569649	0.047124015	0.015476826	0.016296796	0.013149204	0.016296796	BUD31	BUD31	YCR063W	bud site selection* || molecular function unknown || YCR063W || 1083729	2.52	0.0759	0.39	NA	NA	NA	1.00E-04	5.14E-05	-0.84	0.27	0.007	NA	NA	no	NA
YER112W	2438	0.058543727	0.134477168	-0.015414984	0.008149159	4.89631824	0.038101912	0.007801271	0.021909315	0.009652675	0.021909315	LSM4	LSM4	YER112W	"nuclear mRNA splicing, via spliceosome* || RNA binding || YER112W || 1082706"	2.52	0.076	0.22	NA	NA	NA	0.00598	0.00401	-0.37	0.35	0.143	NA	NA	no	NA
YMR234W	1594	0.009990604	0.035079932	-0.016651223	0.006463597	4.809585296	0.026575022	0.008634191	0.005296511	0.010056878	0.010056878	RNH1	RNH1	YMR234W	cell wall organization and biogenesis* || ribonuclease H activity || YMR234W || 1082063	2.53	0.0753	0.57	NA	down	NA	0	1.11E-07	-0.53	0.22	1.00E-04	NA	down	no	core_ESR_down
YCR060W	4696	0.635560664	0.757502776	0.003487915	0.007359793	4.431001979	0.016164557	0.011813388	0.006110767	0.01242015	0.01242015	TAH1	TAH1	YCR060W	protein folding || chaperone binding || YCR060W || 1086768	2.53	0.0756	0.21	NA	NA	NA	0.00678	0.00445	-0.69	0.34	0.0983	NA	NA	no	NA
YDR013W	3837	0.336415107	0.49072592	-0.007626513	0.007933767	4.381973006	0.026416454	0.01536839	0.0087304	0.012792382	0.012792382	PSF1	PSF1	YDR013W	DNA-dependent DNA replication || DNA binding || YDR013W || 1083780	2.53	0.0753	0.25	NA	NA	NA	0.00264	0.00176	-0.35	0.33	0.0683	NA	NA	no	NA
YEL029C	1222	0.003203663	0.014661409	-0.018045119	0.006122201	5.700105291	0.048644027	0.003588849	0.013179906	0.007969814	0.013179906	BUD16	BUD16	YEL029C	bud site selection || molecular function unknown || YEL029C || 1083871	2.53	0.0749	0.49	NA	NA	NA	0	1.82E-06	-0.52	0.25	0.0019	NA	down	no	NA
YNL147W	5288	0.867876127	0.918589766	-0.001046168	0.006288699	4.92270501	0.026456952	0.008152812	0.007898979	0.009540422	0.009540422	LSM7	LSM7	YNL147W	"nuclear mRNA splicing, via spliceosome* || RNA binding || YNL147W || 1086354"	2.53	0.0749	0.29	NA	NA	NA	0.00109	0.000762	-0.28	0.3	0.0233	NA	NA	no	NA
YNL169C	747	0.000288554	0.00215966	-0.018559187	0.005119261	7.500362289	0.072344038	0.000616345	0.01110831	0.008954568	0.01110831	PSD1	PSD1	YNL169C	phosphatidylcholine biosynthesis || phosphatidylserine decarboxylase activity || YNL169C || 1081334	2.53	0.0752	0.21	NA	NA	NA	0.00714	0.00472	-0.75	0.38	0.246	NA	down	no	NA
YPR004C	4766	0.663171538	0.778802161	-0.00200751	0.004609259	7.266444035	0.011726119	0.000751268	0.003899819	0.008753638	0.008753638	AIM45	YPR004C	YPR004C	biological process unknown || electron carrier activity || YPR004C || 1085574	2.53	0.0752	0.36	NA	NA	NA	0.00014	9.83E-05	-0.62	0.29	0.0155	NA	NA	no	NA
YNR041C	315	1.74E-06	3.10E-05	0.027345232	0.00571957	6.26727038	0.069525011	0.002049131	0.012586531	0.007960121	0.012586531	COQ2	COQ2	YNR041C	ubiquinone metabolism || prenyltransferase activity* || YNR041C || 1086641	2.54	0.0744	0.33	NA	NA	NA	0.00034	0.000242	-0.67	0.29	0.0169	NA	up	no	Insensitive_up
YLR088W	4517	0.57243188	0.70929848	0.002617664	0.004637354	6.540635842	0.014067181	0.001460465	0.002709434	0.008160667	0.008160667	GAA1	GAA1	YLR088W	attachment of GPI anchor to protein || GPI-anchor transamidase activity || YLR088W || 1082659	2.54	0.0741	0.42	NA	NA	NA	4.00E-05	2.07E-05	-0.63	0.25	0.0022	NA	NA	no	NA
YIR012W	3682	0.28483207	0.432872208	-0.008471209	0.007920516	7.413506699	0.034260555	0.000631082	0.027435699	0.00888479	0.027435699	SQT1	SQT1	YIR012W	ribosomal large subunit assembly and maintenance || molecular function unknown || YIR012W || 1081456	2.55	0.0738	0.33	NA	down	NA	0.00032	0.000223	-0.59	0.33	0.0668	NA	NA	no	core_ESR_down
YIL053W	3085	0.147847805	0.268234737	-0.015288305	0.010564237	8.796407636	0.119126692	0.000168631	0.049761412	0.009702391	0.049761412	RHR2	RHR2	YIL053W	response to osmotic stress* || glycerol-1-phosphatase activity || YIL053W || 1086251	2.55	0.0735	0.04	NA	NA	NA	0.299	0.249	-0.56	0.91	1	NA	NA	no	NA
YIL091C	1586	0.009681489	0.03418102	-0.023086622	0.008924082	6.069809161	0.088715787	0.002754277	0.032875469	0.007907005	0.032875469	YIL091C	YIL091C	YIL091C	biological process unknown || RNA helicase activity || YIL091C || 1085715	2.55	0.0732	0.31	NA	NA	NA	0.00056	0.000434	-0.64	0.3	0.0281	NA	down	no	NA
YGR200C	1906	0.021777983	0.063951401	-0.015860949	0.006913445	7.334530159	0.040434256	0.000744163	0.020639131	0.008815833	0.020639131	ELP2	ELP2	YGR200C	regulation of transcription from RNA polymerase II promoter || RNA polymerase II transcription elongation factor activity || YGR200C || 1081831	2.56	0.0719	0.45	NA	down	NA	0	8.80E-06	-0.66	0.26	0.0046	NA	NA	no	core_ESR_down
YJR007W	4470	0.554822829	0.69470769	-0.002709812	0.004588635	7.03822085	0.010253125	0.000878071	0.004435853	0.008541965	0.008541965	SUI2	SUI2	YJR007W	translational initiation || translation initiation factor activity || YJR007W || 1086852	2.56	0.0719	0.37	NA	down	NA	0.00014	8.85E-05	-0.5	0.26	0.0032	NA	NA	no	core_ESR_down
YAR018C	3348	0.201807872	0.337371164	-0.008926655	0.006993521	5.006394504	0.022582233	0.006796293	0.015085225	0.009222951	0.015085225	KIN3	KIN3	YAR018C	chromosome segregation || protein kinase activity || YAR018C || 1081561	2.56	0.0717	0.49	NA	NA	NA	0	2.35E-06	-0.81	0.26	0.0027	NA	NA	no	NA
YLR389C	4422	0.53665753	0.679326738	0.002859307	0.004627644	7.549610755	0.004757716	0.000590484	0.003444962	0.008990399	0.008990399	STE23	STE23	YLR389C	proteolysis and peptidolysis* || metallopeptidase activity || YLR389C || 1086477	2.56	0.0726	0.42	NA	NA	NA	3.00E-05	1.75E-05	-0.88	0.25	0.0017	NA	NA	no	NA
YMR013C	4030	0.391597036	0.543863179	0.004396122	0.005131312	5.627860396	0.022316726	0.003764452	0.004711008	0.008015472	0.008015472	SEC59	SEC59	YMR013C	protein amino acid glycosylation* || dolichol kinase activity || YMR013C || 1084981	2.56	0.0725	0.32	NA	NA	NA	0.00039	0.000292	-0.63	0.27	0.0074	NA	NA	no	NA
YNR013C	5277	0.863182482	0.915535212	0.000794238	0.004608972	7.551572876	0.005388221	0.000511961	0.001171423	0.008991763	0.008991763	PHO91	PHO91	YNR013C	phosphate transport || phosphate transporter activity || YNR013C || 1081477	2.56	0.0717	0.22	NA	NA	NA	0.00588	0.00396	-0.54	0.37	0.208	NA	NA	no	NA
YPR020W	2459	0.061600596	0.140210873	-0.01430408	0.00765268	5.111290796	0.067243607	0.005978243	0.020222444	0.008896234	0.020222444	ATP20	ATP20	YPR020W	ATP synthesis coupled proton transport || structural molecule activity || YPR020W || 1085089	2.56	0.0727	0.1	NA	NA	NA	0.0922	0.067	-1.14	0.5	0.789	NA	NA	no	NA
YER043C	1345	0.004782339	0.019900932	0.013433487	0.004761384	10.22158621	0.023486012	3.59E-05	0.003861618	0.010106741	0.010106741	SAH1	SAH1	YER043C	methionine metabolism* || adenosylhomocysteinase activity || YER043C || 1081275	2.57	0.0711	0.3	NA	down	NA	0.00074	0.000524	-0.93	0.34	0.099	NA	up	no	core_ESR_down
YJL189W	5076	0.792407332	0.873739921	-0.003265724	0.012408433	6.650390555	0.138051131	0.001507437	0.067376751	0.008251671	0.067376751	RPL39	RPL39	YJL189W	protein biosynthesis || structural constituent of ribosome || YJL189W || 1084021	2.57	0.0714	0.21	NA	down	NA	0.0078	0.00519	-0.39	0.33	0.0657	NA	NA	no	core_ESR_down
YCR024C	1602	0.010551258	0.036856508	0.015707869	0.006142558	4.93895232	0.027089646	0.007406207	0.003002122	0.009474246	0.009474246	SLM5	SLM5	YCR024C	protein biosynthesis || asparagine-tRNA ligase activity || YCR024C || 1083566	2.57	0.0714	0.45	NA	NA	NA	0	8.11E-06	-1.17	0.26	0.0031	NA	up	no	NA
YDR345C	2458	0.061427058	0.139872761	-0.016494654	0.008818742	9.28545663	0.075682151	0.000102101	0.034691463	0.009891971	0.034691463	HXT3	HXT3	YDR345C	hexose transport || glucose transporter activity* || YDR345C || 1086770	2.57	0.0713	0.02	NA	NA	NA	0.514	0.464	3.56	1.31	1	NA	NA	no	NA
YLR229C	1767	0.015798007	0.050040433	0.011097511	0.004598005	7.073537821	0.024045457	0.000884556	0.005157139	0.008573995	0.008573995	CDC42	CDC42	YLR229C	establishment of cell polarity (sensu Fungi)* || GTPase activity* || YLR229C || 1085405	2.57	0.0714	0.62	NA	NA	NA	0	1.03E-08	-0.1	0.22	2.00E-04	NA	NA	no	NA
YER074W	1620	0.010925909	0.037748342	-0.011906629	0.00467833	8.6045779	0.029445187	0.000178074	0.007466833	0.009613836	0.009613836	RPS24A	RPS24A	YER074W	protein biosynthesis || structural constituent of ribosome || YER074W || 1082150	2.58	0.0707	0.26	NA	down	NA	0.00193	0.00134	-0.46	0.25	0.0019	NA	down	no	core_ESR_down
YNL178W	2251	0.041925581	0.104177648	-0.009650389	0.004743935	9.642404241	0.030016518	7.15E-05	0.00610483	0.009996977	0.009996977	RPS3	RPS3	YNL178W	protein biosynthesis* || structural constituent of ribosome || YNL178W || 1084154	2.58	0.0707	0.29	NA	down	NA	0.00107	0.000744	-0.62	0.29	0.0143	NA	NA	no	core_ESR_down
YMR166C	2611	0.076353875	0.163673932	0.011523212	0.006502042	4.777263145	0.021172176	0.00869301	0.000621108	0.010221068	0.010221068	YMR166C	YMR166C	YMR166C	transport || transporter activity || YMR166C || 1085264	2.58	0.0706	0.27	NA	NA	NA	0.00143	0.00103	-1.14	0.34	0.103	NA	NA	no	NA
YOR341W	1453	0.006554825	0.025249385	-0.021120571	0.007768762	9.216389644	0.066820288	0.000107877	0.026893708	0.009868385	0.026893708	RPA190	RPA190	YOR341W	transcription from RNA polymerase I promoter || DNA-directed RNA polymerase activity || YOR341W || 1082373	2.58	0.0707	0.29	NA	NA	NA	0.00112	0.000795	-0.68	0.3	0.0279	NA	down	no	NA
YBR106W	1519	0.007979523	0.029363177	0.012292321	0.00463348	7.96563611	0.017193322	0.000342024	0.00358796	0.009263039	0.009263039	PHO88	PHO88	YBR106W	phosphate transport || phosphate transporter activity || YBR106W || 1085366	2.59	0.0689	0.21	NA	down	NA	0.00755	0.00504	-0.86	0.37	0.197	NA	up	no	core_ESR_down
YNL113W	1844	0.018682728	0.056662937	-0.018217019	0.007745984	5.412530881	0.054074894	0.004748707	0.022094775	0.008239263	0.022094775	RPC19	RPC19	YNL113W	transcription from RNA polymerase I promoter* || DNA-directed RNA polymerase activity || YNL113W || 1085258	2.59	0.0696	0.24	NA	down	NA	0.00366	0.00243	-0.59	0.3	0.0222	NA	NA	no	core_ESR_down
YGL054C	4223	0.46174714	0.611908861	0.00344499	0.004680864	6.369033263	0.023933659	0.001782906	0.007263859	0.008019614	0.008019614	ERV14	ERV14	YGL054C	ER to Golgi transport* || molecular function unknown || YGL054C || 1080718	2.59	0.0691	0.29	NA	NA	NA	0.00104	0.000721	-0.5	0.33	0.0672	NA	NA	no	NA
YGL129C	2902	0.118312213	0.228042655	-0.008722666	0.005584661	5.343316063	0.013663923	0.005590226	-0.000719164	0.008363148	0.008363148	RSM23	RSM23	YGL129C	protein biosynthesis || structural constituent of ribosome || YGL129C || 1083300	2.59	0.069	0.35	NA	NA	NA	0.00027	0.00016	-1.51	0.3	0.0246	NA	NA	no	NA
YJL194W	5321	0.887188679	0.933001641	0.000882881	0.006223502	5.839585358	0.02137636	0.003117195	0.014211079	0.007893597	0.014211079	CDC6	CDC6	YJL194W	pre-replicative complex formation and maintenance || protein binding* || YJL194W || 1086891	2.59	0.0688	0.48	NA	NA	NA	0	3.04E-06	-1	0.23	5.00E-04	NA	NA	no	NA
YCR067C	2347	0.049938957	0.119091753	0.009020228	0.004601015	7.317618362	0.010110829	0.000670367	0.00340788	0.008800571	0.008800571	SED4	SED4	YCR067C	ER to Golgi transport || molecular function unknown || YCR067C || 1086313	2.6	0.068	0.5	NA	NA	NA	0	1.23E-06	-0.67	0.26	0.0035	NA	NA	no	NA
YLL004W	2505	0.06521446	0.145710711	-0.01101196	0.005972475	5.027463625	0.035347176	0.006807041	0.006896145	0.009151539	0.009151539	ORC3	ORC3	YLL004W	DNA replication initiation* || DNA replication origin binding || YLL004W || 1080778	2.6	0.0681	0.43	NA	NA	NA	3.00E-05	1.49E-05	-0.54	0.27	0.0059	NA	NA	no	NA
YOR046C	729	0.00024467	0.001878494	-0.0168518	0.004594556	6.991495235	0.023463532	0.000943762	0.004951615	0.008500602	0.008500602	DBP5	DBP5	YOR046C	mRNA-nucleus export || RNA helicase activity || YOR046C || 1084627	2.6	0.0683	0.49	NA	NA	NA	0	2.34E-06	-0.57	0.24	8.00E-04	NA	down	no	NA
YBR297W	220	1.04E-07	2.64E-06	0.053687039	0.010092072	4.803033665	0.317343855	0.009843055	0.035723513	0.010089569	0.035723513	MAL33	MAL33	YBR297W	"regulation of transcription, DNA-dependent* || transcription factor activity || YBR297W || 1085947"	2.6	0.0684	0.17	NA	NA	NA	0.019	0.0125	-1.22	0.43	0.478	NA	up	TEL	TELO
YDL201W	2798	0.100190876	0.20041756	-0.011987982	0.007292275	5.862856268	0.04171972	0.003134749	0.020656195	0.0078876	0.020656195	TRM8	TRM8	YDL201W	tRNA methylation || protein binding* || YDL201W || 1082599	2.61	0.0667	0.58	NA	down	NA	0	7.94E-08	-0.62	0.25	0.0015	NA	NA	no	core_ESR_down
YDR116C	4773	0.66596996	0.780941518	0.002543773	0.005892652	5.057427223	0.012463421	0.006479624	0.002650974	0.009055233	0.009055233	MRPL1	MRPL1	YDR116C	protein biosynthesis* || structural constituent of ribosome || YDR116C || 1083757	2.61	0.0668	0.32	NA	NA	NA	0.00044	0.000314	-1.37	0.31	0.0395	NA	NA	no	NA
YNR015W	5324	0.887595809	0.933109268	-0.001166185	0.008250513	5.718616346	0.050899256	0.003635705	0.026818522	0.007958668	0.026818522	SMM1	SMM1	YNR015W	tRNA modification* || tRNA dihydrouridine synthase activity || YNR015W || 1081636	2.62	0.0662	0.3	NA	NA	NA	0.00081	0.000559	-1.18	0.33	0.086	NA	NA	no	NA
YHR019C	5019	0.76633245	0.854585121	-0.001400988	0.004714345	9.083075433	0.014931398	0.000123372	0.003590956	0.009819879	0.009819879	DED81	DED81	YHR019C	asparaginyl-tRNA aminoacylation || ATP binding* || YHR019C || 1082382	2.63	0.0651	0.27	NA	down	NA	0.00152	0.0011	-0.74	0.35	0.13	NA	NA	no	core_ESR_down
YLR017W	2082	0.029981144	0.080597724	-0.014617826	0.006735272	6.624698018	0.037669462	0.001514068	0.018781252	0.00823156	0.018781252	MEU1	MEU1	YLR017W	glutamate biosynthesis* || S-methyl-5-thioadenosine phosphorylase activity || YLR017W || 1083040	2.63	0.0658	0.51	NA	down	NA	0	1.13E-06	-0.7	0.28	0.0097	NA	NA	no	core_ESR_down
YOR311C	4508	0.568944354	0.70641648	-0.002654451	0.004660145	6.378776452	0.021656523	0.0016893	0.007847357	0.008026633	0.008026633	DGK1	HSD1	YOR311C	biological process unknown || molecular function unknown || YOR311C || 1082369	2.63	0.0651	0.55	NA	NA	NA	0	2.03E-07	-0.61	0.24	9.00E-04	NA	NA	no	NA
YBL024W	510	2.90E-05	0.000317489	-0.021841636	0.005223364	7.507928706	0.042587689	0.000546653	0.011659709	0.008960268	0.011659709	NCL1	NCL1	YBL024W	tRNA methylation || tRNA (cytosine-5-)-methyltransferase activity || YBL024W || 1085600	2.64	0.065	0.65	NA	down	NA	0	3.11E-09	-0.57	0.23	4.00E-04	NA	down	no	core_ESR_down
YML018C	745	0.00028171	0.002116415	-0.022080874	0.006080267	7.159564163	0.08131327	0.000921551	0.015618276	0.008653774	0.015618276	YML018C	YML018C	YML018C	biological process unknown || molecular function unknown || YML018C || 1081567	2.64	0.0644	0.1	NA	down	NA	0.0912	0.066	-0.75	0.56	0.916	NA	down	no	core_ESR_down
YIL162W	3739	0.301754333	0.451703398	-0.009007896	0.008722846	6.612635244	0.056614165	0.001515015	0.032525964	0.00822179	0.032525964	SUC2	SUC2	YIL162W	sucrose catabolism || beta-fructofuranosidase activity || YIL162W || 1085379	2.64	0.0645	0.09	NA	NA	NA	0.106	0.078	-1.9	0.57	0.93	NA	NA	TEL	TELO
YLR060W	997	0.001317934	0.007398675	-0.014910472	0.004642049	8.081945758	0.030893525	0.000307473	0.00429775	0.009333149	0.009333149	FRS1	FRS1	YLR060W	phenylalanyl-tRNA aminoacylation || phenylalanine-tRNA ligase activity || YLR060W || 1082017	2.65	0.0635	0.38	NA	down	NA	1.00E-04	6.36E-05	-0.78	0.3	0.0262	NA	down	no	core_ESR_down
