ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
232	YJL118W	1067	0.00182643	0.009580628	0.029751393	0.009544591	4.575996807	0.062764891	0.010940147	0.029816674	0.011404291	0.029816674	YJL118W	YJL118W	YJL118W	biological process unknown || molecular function unknown || YJL118W || 1086277	1.2	0.381	0.07	NA	NA	NA	0.148	0.113	-0.13	0.31	0.0391	NA	up	no	Insensitive_up
233	YJL158C	75	1.47e-12	1.1e-10	0.040400496	0.005708569	8.184175521	0.084350331	0.000292015	0.0142874	0.009392507	0.0142874	CIS3	CIS3	YJL158C	cell wall organization and biogenesis || structural constituent of cell wall || YJL158C || 1085216	1.21	0.378	0.04	NA	NA	NA	0.285	0.235	-0.26	0.37	0.227	NA	up	no	Insensitive_up
234	YLL024C	550	4.28e-05	0.000435988	0.029860369	0.007297993	10.54443257	0.082626685	2.85e-05	0.023799739	0.010135348	0.023799739	SSA2	SSA2	YLL024C	protein folding || ATP binding || YLL024C || 1086279	1.34	0.332	0.05	NA	NA	NA	0.243	0.196	-0.42	0.4	0.343	NA	up	no	Insensitive_up
235	YDR309C	284	7.96e-07	1.57e-05	0.025910684	0.005248835	6.476506829	0.129949332	0.001646324	0.010679372	0.008105103	0.010679372	GIC2	GIC2	YDR309C	establishment of cell polarity (sensu Fungi)* || small GTPase regulator activity || YDR309C || 1085593	1.35	0.326	0.06	NA	NA	NA	0.177	0.138	-0.23	0.36	0.176	NA	up	no	Insensitive_up
236	YKR013W	4	2.21e-31	3.09e-28	0.067794541	0.005817591	7.512142416	0.299925424	0.000645903	0.014495704	0.008963412	0.014495704	PRY2	PRY2	YKR013W	biological process unknown || molecular function unknown || YKR013W || 1086471	1.44	0.297	0.04	NA	NA	NA	0.281	0.231	-0.05	0.45	0.591	NA	up	no	Insensitive_up
237	YNL283C	50	5.09e-15	5.7e-13	0.037734897	0.004822629	7.065589077	0.060285963	0.000922036	0.009483233	0.008566737	0.009483233	WSC2	WSC2	YNL283C	cell wall organization and biogenesis* || transmembrane receptor activity || YNL283C || 1080641	1.45	0.293	0.1	NA	NA	NA	0.0846	0.061	-0.44	0.28	0.013	NA	up	no	Insensitive_up
238	YJL059W	386	6.03e-06	8.74e-05	0.029378488	0.006491923	4.975941335	0.070922596	0.007124319	0.011730931	0.009331952	0.011730931	YHC3	YHC3	YJL059W	intracellular protein transport* || basic amino acid transporter activity || YJL059W || 1086035	1.48	0.284	0.16	NA	NA	NA	0.0254	0.0171	-0.39	0.27	0.0056	NA	up	no	Insensitive_up
239	YPL189W	683	0.000165421	0.001355579	0.040875727	0.010851873	3.587490692	0.178649262	0.030855307	-0.006544062	0.021830666	0.021830666	GUP2	GUP2	YPL189W	glycerol transport || O-acyltransferase activity || YPL189W || 1083439	1.56	0.259	0.19	NA	NA	NA	0.0118	0.00771	-0.29	0.25	0.0013	NA	up	no	Insensitive_up
240	YLR381W	294	1.04e-06	1.98e-05	0.025314478	0.005183492	5.595033032	0.04467913	0.003981879	0.004946206	0.008038843	0.008038843	CTF3	CTF3	YLR381W	chromosome segregation || protein binding || YLR381W || 1086676	1.57	0.257	0.27	NA	NA	NA	0.00143	0.00105	-0.04	0.21	1e-04	NA	up	no	Insensitive_up
241	YER076C	551	4.32e-05	0.000438678	0.027609354	0.006750884	4.70047628	0.040951895	0.009749358	0.0104022	0.010640161	0.010640161	YER076C	YER076C	YER076C	biological process unknown || molecular function unknown || YER076C || 1084017	1.69	0.222	0.33	NA	NA	NA	0.00039	0.000271	-0.59	0.2	0	NA	up	no	Insensitive_up
242	YHR153C	1887	0.02029833	0.060212011	0.037839835	0.016304741	2.739484351	0.105923366	0.075696272	-0.024683464	0.043239757	0.043239757	SPO16	SPO16	YHR153C	sporulation (sensu Fungi) || molecular function unknown || YHR153C || 1082160	1.98	0.156	0.1	NA	NA	NA	0.0769	0.0548	0.1	0.43	0.478	NA	NA	no	Insensitive_up
243	YPL111W	712	0.000221588	0.001742035	0.03792947	0.010270525	5.757905723	0.128145236	0.003295793	0.043896482	0.007934735	0.043896482	CAR1	CAR1	YPL111W	arginine catabolism to ornithine || arginase activity || YPL111W || 1084044	1.98	0.157	0.03	NA	NA	NA	0.329	0.277	-0.68	0.75	0.998	NA	up	no	Insensitive_up
244	YFR020W	161	1.2e-08	4.17e-07	0.04379638	0.007683757	4.922501594	0.138185954	0.007646798	0.018767122	0.009541265	0.018767122	NA	YFR020W	YFR020W	|| || YFR020W || 1082787	2.05	0.143	0.14	NA	NA	NA	0.0373	0.0253	-0.59	0.37	0.224	NA	NA	no	Insensitive_up
245	YPR183W	1477	0.007004693	0.026553882	0.027004098	0.01001405	7.40486539	0.073680641	0.000661674	0.044203065	0.008877464	0.044203065	DPM1	DPM1	YPR183W	protein amino acid N-linked glycosylation* || transferase activity, transferring glycosyl groups* || YPR183W || 1080722	2.05	0.142	0.12	NA	NA	NA	0.0575	0.0405	-0.87	0.42	0.427	NA	up	no	Insensitive_up
246	YPR138C	317	1.78e-06	3.14e-05	0.034558305	0.007234605	6.264370673	0.071434884	0.002094103	0.021322038	0.007958869	0.021322038	MEP3	MEP3	YPR138C	ammonium transport || ammonium transporter activity || YPR138C || 1086228	2.07	0.138	0.18	NA	NA	NA	0.016	0.0104	-0.87	0.34	0.0902	NA	up	no	Insensitive_up
247	YLR214W	1451	0.006540732	0.025249385	0.02509139	0.009226929	5.644696895	0.0942481	0.004012901	0.034076133	0.008004284	0.034076133	FRE1	FRE1	YLR214W	iron ion transport* || ferric-chelate reductase activity || YLR214W || 1082774	2.19	0.119	0.01	NA	NA	NA	0.603	0.558	-0.79	1.61	1	NA	up	no	Insensitive_up
248	YMR122W-A	180	3.04e-08	9.45e-07	0.047623305	0.008597557	7.800536235	0.197083018	0.000461001	0.032609117	0.009158881	0.032609117	YMR122W-A	YMR122W-A	YMR122W-A	biological process unknown || molecular function unknown || YMR122W-A || 1083907	2.24	0.111	0.14	NA	NA	NA	0.0351	0.0236	-0.44	0.4	0.328	NA	up	no	Insensitive_up
249	YHR001W-A	766	0.000318275	0.002322533	0.027170996	0.007547597	5.428195031	0.071734531	0.004349849	0.021136232	0.008215438	0.021136232	QCR10	QCR10	YHR001W-A	aerobic respiration* || ubiquinol-cytochrome-c reductase activity || YHR001W-A || 1081735	2.28	0.106	0.14	NA	NA	NA	0.0394	0.0268	-0.81	0.36	0.18	NA	up	no	Insensitive_up
250	YDR353W	154	9.15e-09	3.33e-07	0.026676804	0.00464288	7.991079568	0.048700499	0.000365466	0.007445494	0.009278608	0.009278608	TRR1	TRR1	YDR353W	regulation of cell redox homeostasis || thioredoxin-disulfide reductase activity || YDR353W || 1084163	2.33	0.0986	0.32	NA	NA	NA	0.00049	0.000346	-0.82	0.3	0.0278	NA	up	no	Insensitive_up
251	YDL072C	359	3.85e-06	6e-05	0.03444021	0.007455704	6.675121185	0.119847955	0.001423308	0.02344596	0.008269955	0.02344596	YET3	YDL072C	YDL072C	biological process unknown || molecular function unknown || YDL072C || 1084321	2.36	0.0949	0.34	NA	NA	NA	0.00031	0.000208	-0.58	0.27	0.0078	NA	NA	no	Insensitive_up
252	YIL011W	948	0.001000878	0.00590919	0.045387876	0.013794533	3.618590153	0.180210982	0.031535235	0.0535981	0.021329736	0.0535981	TIR3	TIR3	YIL011W	biological process unknown || molecular function unknown || YIL011W || 1085721	2.36	0.0947	0.19	NA	NA	NA	0.012	0.00782	-0.48	0.34	0.0947	NA	up	no	Insensitive_up
253	YHR015W	2712	0.089068539	0.183818811	0.026075458	0.015335512	2.90027789	0.18677887	0.067463482	0.020784975	0.037752619	0.037752619	MIP6	MIP6	YHR015W	mRNA-nucleus export || RNA binding || YHR015W || 1085592	2.39	0.0904	0.11	NA	NA	NA	0.0691	0.0492	-1.06	0.48	0.723	NA	NA	no	Insensitive_up
254	YOL122C	224	1.17e-07	2.93e-06	0.02552263	0.004817686	6.168560594	0.052077128	0.00245125	0.001379327	0.007932699	0.007932699	SMF1	SMF1	YOL122C	manganese ion transport || di-, tri-valent inorganic cation transporter activity* || YOL122C || 1084786	2.41	0.0882	0.26	NA	NA	NA	0.00198	0.00136	-1.25	0.32	0.0644	NA	up	no	Insensitive_up
255	YKL187C	1413	0.005903758	0.023385234	0.025173649	0.009143815	4.072275085	0.119989437	0.021890527	-0.003001152	0.015515409	0.015515409	YKL187C	YKL187C	YKL187C	biological process unknown || molecular function unknown || YKL187C || 1086357	2.48	0.0806	0.02	NA	NA	NA	0.464	0.413	-1.01	1.09	1	NA	up	no	Insensitive_up
256	YOR009W	478	2.15e-05	0.000252019	0.042298459	0.009956154	4.547431187	0.194296845	0.012126623	0.032220845	0.011594	0.032220845	TIR4	TIR4	YOR009W	biological process unknown || molecular function unknown || YOR009W || 1081761	2.51	0.0771	0.27	NA	NA	NA	0.0019	0.00131	-0.67	0.33	0.0807	NA	up	no	Insensitive_up
257	YPL061W	1487	0.007373266	0.027752637	0.049212294	0.018366237	9.465127132	0.61427212	0.000111429	0.150801347	0.009948373	0.150801347	ALD6	ALD6	YPL061W	acetate biosynthesis || aldehyde dehydrogenase activity || YPL061W || 1085873	2.52	0.0767	0.08	NA	NA	NA	0.137	0.103	-0.45	0.62	0.973	NA	up	no	Insensitive_up
258	YNR041C	315	1.74e-06	3.1e-05	0.027345232	0.00571957	6.26727038	0.069525011	0.002049131	0.012586531	0.007960121	0.012586531	COQ2	COQ2	YNR041C	ubiquinone metabolism || prenyltransferase activity* || YNR041C || 1086641	2.54	0.0744	0.33	NA	NA	NA	0.00034	0.000242	-0.67	0.29	0.0169	NA	up	no	Insensitive_up
259	YBR070C	280	7.6e-07	1.52e-05	0.036732736	0.007427864	5.528724244	0.065732755	0.003937659	0.020746228	0.008095051	0.020746228	ALG14	ALG14	YBR070C	dolichol-linked oligosaccharide biosynthesis || transferase activity, transferring glycosyl groups || YBR070C || 1086662	2.68	0.0609	0.44	NA	NA	NA	1e-05	1.06e-05	-0.55	0.27	0.0082	NA	up	no	Insensitive_up
260	YEL047C	111	2.31e-10	1.16e-08	0.029293431	0.00462089	7.049660127	0.046274764	0.001000659	0.007232992	0.008552276	0.008552276	YEL047C	YEL047C	YEL047C	metabolism || fumarate reductase (NADH) activity || YEL047C || 1084982	2.81	0.05	0.19	NA	NA	NA	0.0134	0.00867	-0.26	0.42	0.426	NA	up	no	Insensitive_up
261	YLR050C	20	1.72e-19	4.82e-17	0.051300921	0.005681391	5.595579423	0.131951948	0.00392958	0.010511344	0.008038434	0.010511344	YLR050C	YLR050C	YLR050C	biological process unknown || molecular function unknown || YLR050C || 1086437	2.81	0.0504	0.56	NA	NA	NA	0	1.37e-07	-0.74	0.26	0.003	NA	up	no	Insensitive_up
262	YGL010W	426	1.16e-05	0.00015206	0.045564965	0.010389986	4.851835364	0.234113877	0.00873557	0.039560916	0.009853319	0.039560916	YGL010W	YGL010W	YGL010W	biological process unknown || molecular function unknown || YGL010W || 1085359	2.83	0.0486	0.13	NA	up	NA	0.0442	0.0304	-0.64	0.5	0.802	NA	up	no	Insensitive_up
263	YMR011W	132	2.37e-09	1e-07	0.108309813	0.018141314	7.267214607	1.085389005	0.001180172	0.14605892	0.008754351	0.14605892	HXT2	HXT2	YMR011W	hexose transport || glucose transporter activity* || YMR011W || 1084350	2.9	0.0439	0.05	NA	NA	NA	0.226	0.18	-1.44	0.89	1	NA	up	no	Insensitive_up
264	YJR116W	554	4.49e-05	0.000453591	0.031393007	0.007693014	5.266678425	0.052511541	0.00573283	0.020744776	0.008518183	0.020744776	YJR116W	YJR116W	YJR116W	biological process unknown || molecular function unknown || YJR116W || 1084980	3.33	0.023	0.25	NA	NA	NA	0.00263	0.00175	-1.08	0.48	0.724	NA	up	no	Insensitive_up
265	YLR042C	142	3.96e-09	1.57e-07	0.066692403	0.011330629	4.304326534	0.913819646	0.022471201	0.034966055	0.01340937	0.034966055	YLR042C	YLR042C	YLR042C	biological process unknown || molecular function unknown || YLR042C || 1081627	3.67	0.0135	0.26	NA	NA	NA	0.00215	0.00147	-1.07	0.46	0.644	NA	up	no	Insensitive_up
266	YLR332W	179	3e-08	9.37e-07	0.02859775	0.005160478	6.403647787	0.047632936	0.001743906	0.010170311	0.008045347	0.010170311	MID2	MID2	YLR332W	cell wall organization and biogenesis* || transmembrane receptor activity || YLR332W || 1083336	3.71	0.0128	0.33	NA	NA	NA	0.00035	0.000246	-1.17	0.45	0.586	NA	up	no	Insensitive_up
267	YER044C	72	1.08e-12	8.42e-11	0.037315797	0.005241385	6.526424856	0.075424047	0.001589685	0.010701047	0.008148307	0.010701047	ERG28	ERG28	YER044C	ergosterol biosynthesis || protein binding, bridging || YER044C || 1083817	3.79	0.0112	0.38	NA	NA	NA	1e-04	6.21e-05	-1.19	0.39	0.281	NA	up	no	Insensitive_up
268	YDL039C	528	3.4e-05	0.000360286	0.092860429	0.022403242	5.863129393	0.799186344	0.004317334	0.220229717	0.007887543	0.220229717	PRM7	PRM7	YDL039C	conjugation with cellular fusion || molecular function unknown || YDL039C || 1082101	3.84	0.0105	0.37	NA	NA	NA	0.00014	8.71e-05	-0.79	0.43	0.519	NA	up	no	Insensitive_up
269	YJL062W-A	1131	0.002412246	0.011937523	0.035468907	0.011689948	4.843128301	0.11190598	0.008252829	0.052885107	0.009894239	0.052885107	RRG10	YJL062W-A	YJL062W-A	biological process unknown || molecular function unknown || YJL062W-A || 1084196	4.31	0.00473	0.46	NA	NA	NA	0	4.83e-06	-1.56	0.41	0.387	NA	NA	no	Insensitive_up
270	YHR092C	26	8.27e-18	1.78e-15	0.095726208	0.011136347	5.446335881	0.827134672	0.005858583	0.049625845	0.008189749	0.049625845	HXT4	HXT4	YHR092C	hexose transport || glucose transporter activity* || YHR092C || 1084292	4.33	0.00457	0.04	NA	NA	NA	0.304	0.254	0.72	1.38	1	NA	up	no	Insensitive_up
271	YOR378W	1574	0.009311087	0.033109375	0.036693307	0.014110554	3.126727887	0.120357594	0.054300003	0.034778674	0.031315832	0.034778674	YOR378W	YOR378W	YOR378W	biological process unknown || molecular function unknown || YOR378W || 1080664	4.33	0.00456	0.08	NA	NA	NA	0.115	0.0852	-0.91	1.06	1	NA	up	no	Insensitive_up
272	YJR117W	104	1.58e-10	8.5e-09	0.029498712	0.004610961	7.363961461	0.038216493	0.00066991	0.00439017	0.008842019	0.008842019	STE24	STE24	YJR117W	peptide pheromone maturation || metalloendopeptidase activity* || YJR117W || 1081154	4.51	0.00333	0.42	up	NA	NA	4e-05	1.96e-05	-1.4	0.46	0.626	NA	up	no	Insensitive_up
273	YNL111C	216	9.84e-08	2.55e-06	0.037559497	0.007047206	6.212817762	0.095029429	0.002101015	0.020117731	0.00794166	0.020117731	CYB5	CYB5	YNL111C	sterol biosynthesis || electron transporter activity || YNL111C || 1081310	4.56	0.00305	0.28	up	NA	NA	0.00127	0.000915	-0.72	0.62	0.969	NA	up	no	Insensitive_up
274	YIL134W	107	1.96e-10	1.02e-08	0.051713133	0.008125186	5.319849322	0.256848595	0.005921679	0.02361436	0.008409025	0.02361436	FLX1	FLX1	YIL134W	FAD transport || FAD transporter activity || YIL134W || 1084201	4.7	0.00231	0.59	up	NA	NA	0	4.93e-08	-1.43	0.41	0.414	NA	up	no	Insensitive_up
275	YGR177C	979	0.001227451	0.007017411	0.026223958	0.008112786	5.341011904	0.112503459	0.005455124	0.023990835	0.008367598	0.023990835	ATF2	ATF2	YGR177C	steroid metabolism || alcohol O-acetyltransferase activity || YGR177C || 1083929	4.99	0.00152	0.32	up	NA	NA	4e-04	0.000296	-1.28	0.58	0.946	NA	up	no	Insensitive_up
276	YNL300W	725	0.000240531	0.001856897	0.032523081	0.008856718	6.569457169	0.115082985	0.001482206	0.033611662	0.008185556	0.033611662	TOS6	YNL300W	YNL300W	biological process unknown || molecular function unknown || YNL300W || 1085872	5.11	0.00118	0.49	up	NA	NA	0	1.77e-06	-1.05	0.51	0.824	NA	NA	no	Insensitive_up
277	YJR047C	197	5.48e-08	1.56e-06	0.209437972	0.038534371	2.804224648	3.504580074	0.152517436	0.511809989	0.04092966	0.511809989	ANB1	ANB1	YJR047C	translational initiation || translation initiation factor activity || YJR047C || 1081630	5.57	0.00048	0.69	up	NA	NA	0	3.18e-10	-1.38	0.47	0.681	NA	up	no	Insensitive_up
278	YIR019C	1054	0.001716288	0.009113911	0.03406044	0.01086324	5.021194813	0.251160872	0.007872084	0.044924329	0.009172457	0.044924329	MUC1	MUC1	YIR019C	pseudohyphal growth* || molecular function unknown || YIR019C || 1081089	6.08	2e-04	0.25	up	NA	NA	0.00292	0.00201	-1.31	0.9	1	NA	up	no	Insensitive_up
279	YCL021W-A	1962	0.024495654	0.069848832	0.028221203	0.012546857	5.348007842	1.033719962	0.008950122	0.061479522	0.00835412	0.061479522	YCL021W-A	YCL021W-A	YCL021W-A	biological process unknown || molecular function unknown || YCL021W-A || 1082388	6.28	0.00012	0.42	up	NA	NA	4e-05	1.94e-05	-1.4	0.67	0.99	NA	NA	no	Insensitive_up
280	YDR144C	202	6e-08	1.66e-06	0.027370956	0.005050989	7.070128532	0.030748611	0.000900332	0.010513684	0.008570879	0.010513684	MKC7	MKC7	YDR144C	proteolysis and peptidolysis || aspartic-type signal peptidase activity || YDR144C || 1084591	7.38	2e-05	0.77	up	NA	NA	0	2.94e-12	-1.97	0.59	0.954	NA	up	no	Insensitive_up
281	YKL096W	1322	0.004339218	0.018371106	0.038462535	0.013484331	6.952686481	0.367234842	0.001237786	0.080109754	0.008467349	0.080109754	CWP1	CWP1	YKL096W	cell wall organization and biogenesis || structural constituent of cell wall || YKL096W || 1086494	8.08	0	0.21	up	NA	NA	0.00796	0.00531	-2.62	1.36	1	NA	up	no	Insensitive_up
282	YBR085W	1914	0.022014549	0.064375877	0.029803165	0.013013819	3.290423384	0.130574572	0.048312953	0.020061449	0.027456673	0.027456673	AAC3	AAC3	YBR085W	anaerobic respiration || ATP:ADP antiporter activity || YBR085W || 1086753	8.31	0	0.76	up	NA	yes	0	5.32e-12	-1.69	0.7	0.995	NA	NA	no	Insensitive_up
